species,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation
Arbutus menziesii,48.424255,-123.244605,5.0,,
Arbutus menziesii,37.330763,-122.113498,384.0,,
Arbutus menziesii,39.784763,-123.54338,5.0,,
Arbutus menziesii,49.392108,-123.442885,5.0,,
Arbutus menziesii,49.538589,-123.978669,8.0,,
Arbutus menziesii,48.650872,-123.737883,8.0,,
Arbutus menziesii,47.6916,-122.045431,5.0,,
Arbutus menziesii,47.713736,-122.61297,32.0,,
Arbutus menziesii,47.583367,-122.158272,4.0,,
Arbutus menziesii,48.447613,-123.32122,4.0,,
Arbutus menziesii,47.746645,-122.87131,9.0,,
Arbutus menziesii,48.871658,-123.311622,5.0,,
Arbutus menziesii,48.524187,-123.508929,31.0,,
Arbutus menziesii,47.434467,-122.588734,4.0,,
Arbutus menziesii,48.892148,-123.391399,297.0,,
Arbutus menziesii,37.006469,-121.999972,5.0,,
Arbutus menziesii,48.480484,-123.536835,31.0,,
Arbutus menziesii,37.238845,-122.070314,106.0,,
Arbutus menziesii,47.763049,-122.312066,6.0,,
Arbutus menziesii,37.041821,-122.068535,498.0,,
Arbutus menziesii,43.015386,-123.006983,9.0,,
Arbutus menziesii,45.360177,-122.615601,8.0,,
Arbutus menziesii,47.674492,-122.25438,20.0,,
Arbutus menziesii,48.461552,-123.303918,10.0,,
Arbutus menziesii,37.322395,-122.179817,20.0,,
Arbutus menziesii,39.260568,-121.02592,36.0,,
Arbutus menziesii,48.4791,-123.304987,4.0,,
Arbutus menziesii,48.436344,-123.448387,5.0,,
Arbutus menziesii,48.646208,-123.737494,31.0,,
Arbutus menziesii,37.399527,-122.282529,6.0,,
Arbutus menziesii,37.999939,-122.708611,4.0,,
Arbutus menziesii,47.583915,-122.188148,214.0,,
Arbutus menziesii,38.365845,-122.420212,11.0,,
Arbutus menziesii,38.727767,-122.766075,5.0,,
Arbutus menziesii,39.769192,-123.074347,3.0,,
Arbutus menziesii,48.514584,-123.573228,8.0,,
Arbutus menziesii,44.522172,-123.292115,80.0,,
Arbutus menziesii,49.782589,-124.187628,1.0,,
Arbutus menziesii,49.451575,-124.166497,5.0,,
Arbutus menziesii,38.352581,-122.524171,5.0,,
Arbutus menziesii,37.940886,-122.543167,5.0,,
Arbutus menziesii,48.433813,-123.471323,4.0,,
Arbutus menziesii,47.62821,-122.577102,41.0,,
Arbutus menziesii,49.078911,-123.709122,4.0,,
Arbutus menziesii,44.092362,-123.178175,31.0,,
Arbutus menziesii,43.994276,-123.06598,112.0,,
Arbutus menziesii,45.454382,-123.091343,6.0,,
Arbutus menziesii,48.482983,-123.539488,4.0,,
Arbutus menziesii,47.666689,-122.349271,10.0,,
Arbutus menziesii,42.887,-123.298303,2.0,,
Arbutus menziesii,37.933846,-122.561254,5.0,,
Arbutus menziesii,48.364456,-123.537624,8.0,,
Arbutus menziesii,48.716068,-123.478867,9.0,,
Arbutus menziesii,37.364769,-122.186587,8.0,,
Arbutus menziesii,44.656131,-123.228051,121.0,,
Arbutus menziesii,39.212927,-121.030196,10.0,,
Arbutus menziesii,48.612373,-123.443535,25.0,,
Arbutus menziesii,48.676736,-123.043272,4.0,,
Arbutus menziesii,37.96646,-122.267816,4.0,,
Arbutus menziesii,48.77953,-123.374328,6.0,,
Arbutus menziesii,38.934931,-121.008492,488.0,,
Arbutus menziesii,47.372805,-122.510425,468.0,,
Arbutus menziesii,37.828518,-121.861427,8.0,,
Arbutus menziesii,37.19748,-122.294297,32.0,,
Arbutus menziesii,45.540399,-122.736864,183.0,,
Arbutus menziesii,37.186528,-122.232872,5.0,,
Arbutus menziesii,38.419158,-122.593375,5.0,,
Arbutus menziesii,45.581767,-122.745117,4.0,,
Arbutus menziesii,49.171537,-123.972838,8.0,,
Arbutus menziesii,37.463273,-122.284011,447.0,,
Arbutus menziesii,43.27745,-123.387932,10.0,,
Arbutus menziesii,37.164352,-122.187945,4.0,,
Arbutus menziesii,48.320717,-123.636545,74.0,,
Arbutus menziesii,48.895085,-123.41031,25.0,,
Arbutus menziesii,48.675437,-123.205485,467.0,,
Arbutus menziesii,38.352077,-122.553851,36.0,,
Arbutus menziesii,48.809967,-123.292975,6.0,,
Arbutus menziesii,47.656902,-122.421734,5.0,,
Arbutus menziesii,47.621086,-122.52317,4.0,,
Arbutus menziesii,48.611323,-123.633534,4.0,,
Arbutus menziesii,37.072722,-122.121864,4.0,,
Arbutus menziesii,35.347431,-120.631214,48.0,,
Arbutus menziesii,37.024167,-122.051945,10.0,,
Arbutus menziesii,43.586033,-124.185875,24.0,,
Arbutus menziesii,49.163814,-124.034408,64.0,,
Arbutus menziesii,38.548531,-122.527244,61.0,,
Arbutus menziesii,38.425622,-122.637309,13.0,,
Arbutus menziesii,40.736717,-123.253608,15.0,,
Arbutus menziesii,48.454871,-123.274381,7.0,,
Arbutus menziesii,38.57538,-122.71561,3.0,,
Arbutus menziesii,37.868023,-122.432478,85.0,,
Arbutus menziesii,48.810825,-123.187323,5.0,,
Arbutus menziesii,48.732533,-123.458703,12.0,,
Arbutus menziesii,37.234222,-122.101028,4.0,,
Arbutus menziesii,36.999121,-122.048351,114.0,,
Arbutus menziesii,36.573505,-121.859092,5.0,,
Arbutus menziesii,37.465817,-122.288912,4.0,,
Arbutus menziesii,48.804347,-123.280164,9.0,,
Arbutus menziesii,48.467245,-123.307094,65.0,,
Arbutus menziesii,47.646136,-122.290226,5.0,,
Arbutus menziesii,44.219172,-122.250747,4.0,,
Arbutus menziesii,49.046086,-123.755607,135.0,,
Arbutus menziesii,36.971378,-122.083725,16.0,,
Arbutus menziesii,48.576327,-123.484662,5.0,,
Arbutus menziesii,48.600212,-123.451094,211.0,,
Arbutus menziesii,48.562463,-123.468961,106.0,,
Arbutus menziesii,37.829558,-122.184557,10.0,,
Arbutus menziesii,37.331706,-122.1326,5.0,,
Arbutus menziesii,47.671953,-122.306137,61.0,,
Arbutus menziesii,48.422853,-123.244112,5.0,,
Arbutus menziesii,37.294158,-122.081578,9.0,,
Arbutus menziesii,48.494884,-123.341369,55.0,,
Arbutus menziesii,41.942547,-123.990272,4.0,,
Arbutus menziesii,37.537475,-122.371583,4.0,,
Arbutus menziesii,49.029942,-123.826062,65.0,,
Arbutus menziesii,42.974234,-123.570809,9.0,,
Arbutus menziesii,48.143512,-122.757524,8.0,,
Arbutus menziesii,48.033025,-122.731647,31.0,,
Arbutus menziesii,48.439442,-123.297395,4.0,,
Arbutus menziesii,47.047547,-122.822114,6.0,,
Arbutus menziesii,37.087257,-122.063057,15.0,,
Arbutus menziesii,48.459745,-123.275758,9.0,,
Arbutus menziesii,38.029492,-120.396125,4.0,,
Arbutus menziesii,37.314878,-122.187834,4.0,,
Arbutus menziesii,48.328482,-123.675083,250.0,,
Arbutus menziesii,38.355657,-122.551079,15.0,,
Arbutus menziesii,49.760816,-124.303664,98.0,,
Arbutus menziesii,47.184025,-122.564736,5.0,,
Arbutus menziesii,49.202764,-123.975317,139.0,,
Arbutus menziesii,44.31306,-123.293195,15.0,,
Arbutus menziesii,48.693394,-122.4952,132.0,,
Arbutus menziesii,48.436473,-123.448676,6.0,,
Arbutus menziesii,48.758545,-123.410583,8.0,,
Arbutus menziesii,37.953136,-122.57243,4.0,,
Arbutus menziesii,47.532443,-122.396024,10.0,,
Arbutus menziesii,35.347057,-120.632672,4.0,,
Arbutus menziesii,38.446747,-122.626681,5.0,,
Arbutus menziesii,49.611637,-124.058267,9.0,,
Arbutus menziesii,36.975147,-122.066206,8.0,,
Arbutus menziesii,48.496514,-123.341999,11.0,,
Arbutus menziesii,48.597931,-122.942429,128.0,,
Arbutus menziesii,48.068123,-122.793469,29.0,,
Arbutus menziesii,37.570707,-122.379545,22.0,,
Arbutus menziesii,38.158803,-122.134011,50.0,,
Arbutus menziesii,49.517558,-124.587411,5.0,,
Arbutus menziesii,36.982931,-122.061973,5.0,,
Arbutus menziesii,38.557553,-122.640213,4.0,,
Arbutus menziesii,37.441725,-122.289393,88.0,,
Arbutus menziesii,48.516319,-123.531259,238.0,,
Arbutus menziesii,42.748237,-124.376258,5.0,,
Arbutus menziesii,39.161785,-123.226203,396.0,,
Arbutus menziesii,47.645762,-122.034992,5.0,,
Arbutus menziesii,38.052006,-122.590086,303.0,,
Arbutus menziesii,40.269345,-124.230055,4.0,,
Arbutus menziesii,45.018954,-123.154407,24.0,,
Arbutus menziesii,38.009778,-122.594917,10.0,,
Arbutus menziesii,49.08526,-123.715502,8.0,,
Arbutus menziesii,48.667184,-122.472789,9.0,,
Arbutus menziesii,47.584227,-122.701361,5.0,,
Arbutus menziesii,48.475113,-123.326142,32.0,,
Arbutus menziesii,38.48797,-122.704268,10.0,,
Arbutus menziesii,48.492972,-123.342663,15.0,,
Arbutus menziesii,37.9455,-122.586517,4.0,,
Arbutus menziesii,49.250338,-124.148946,3.0,,
Arbutus menziesii,49.085147,-123.715354,8.0,,
Arbutus menziesii,38.868963,-123.655603,3.0,,
Arbutus menziesii,48.463162,-123.317725,5.0,,
Arbutus menziesii,42.894205,-123.394484,7.0,,
Arbutus menziesii,48.506935,-123.535225,5.0,,
Arbutus menziesii,47.549745,-122.25028,122.0,,
Arbutus menziesii,37.020646,-122.081819,449.0,,
Arbutus menziesii,48.412022,-123.346138,16.0,,
Arbutus menziesii,38.126965,-122.533737,7.0,,
Arbutus menziesii,34.510922,-119.814438,10.0,,
Arbutus menziesii,48.549738,-123.006224,7.0,,
Arbutus menziesii,47.622683,-122.517252,10.0,,
Arbutus menziesii,48.461505,-123.312443,4.0,,
Arbutus menziesii,49.214826,-123.952252,33.0,,
Arbutus menziesii,42.000539,-124.211528,9.0,,
Arbutus menziesii,37.053084,-122.133951,4.0,,
Arbutus menziesii,49.342136,-124.625411,31.0,,
Arbutus menziesii,47.657042,-122.421952,4.0,,
Arbutus menziesii,34.495194,-119.635636,6.0,,
Arbutus menziesii,48.46431,-123.310244,5.0,,
Arbutus menziesii,48.527411,-123.455765,4.0,,
Arbutus menziesii,48.558025,-123.462668,6.0,,
Arbutus menziesii,37.432208,-122.298863,16.0,,
Arbutus menziesii,48.510473,-123.381269,125.0,,
Arbutus menziesii,48.501567,-123.517617,19.0,,
Arbutus menziesii,39.345501,-123.560698,5.0,,
Arbutus menziesii,49.3882,-123.488049,4.0,,
Arbutus menziesii,47.623449,-122.509424,110.0,,
Arbutus menziesii,47.70633,-122.289837,10.0,,
Arbutus menziesii,37.840847,-122.188804,10.0,,
Arbutus menziesii,48.325256,-123.634377,192.0,,
Arbutus menziesii,37.944655,-122.600295,7.0,,
Arbutus menziesii,49.39312,-123.470634,6.0,,
Arbutus menziesii,37.977848,-122.612673,5.0,,
Arbutus menziesii,37.051999,-122.13538,246.0,,
Arbutus menziesii,48.492222,-123.349847,4.0,,
Arbutus menziesii,48.4809,-123.537353,10.0,,
Arbutus menziesii,38.440414,-122.631991,20.0,,
Arbutus menziesii,48.461463,-123.312425,8.0,,
Arbutus menziesii,38.705578,-120.597205,4.0,,
Arbutus menziesii,42.913667,-123.480389,10.0,,
Arbutus menziesii,48.508745,-123.533645,5.0,,
Arbutus menziesii,48.68259,-123.432993,6.0,,
Arbutus menziesii,49.245291,-124.348244,89.0,,
Arbutus menziesii,39.486541,-121.217886,72.0,,
Arbutus menziesii,48.512076,-123.394688,8.0,,
Arbutus menziesii,47.081991,-122.981603,70.0,,
Arbutus menziesii,37.997692,-122.486228,10.0,,
Arbutus menziesii,47.907657,-122.212087,19.0,,
Arbutus menziesii,37.126572,-122.163175,10.0,,
Arbutus menziesii,39.408192,-121.141061,4.0,,
Arbutus menziesii,43.219535,-123.362091,11.0,,
Arbutus menziesii,37.27494,-122.230672,6.0,,
Arbutus menziesii,37.849992,-121.934403,20.0,,
Arbutus menziesii,37.469939,-122.280753,5.0,,
Arbutus menziesii,48.970467,-123.669501,16.0,,
Arbutus menziesii,37.851322,-121.931847,5.0,,
Arbutus menziesii,37.049709,-121.810089,10.0,,
Arbutus menziesii,37.466475,-122.285576,17.0,,
Arbutus menziesii,48.069456,-123.892533,36.0,,
Arbutus menziesii,48.496947,-123.314683,16.0,,
Arbutus menziesii,37.175519,-121.861779,216.0,,
Arbutus menziesii,48.881303,-123.772353,9.0,,
Arbutus menziesii,48.509455,-123.535219,15.0,,
Arbutus menziesii,38.009342,-122.49205,72.0,,
Arbutus menziesii,45.496161,-122.659636,200.0,,
Arbutus menziesii,49.44699,-123.680482,32.0,,
Arbutus menziesii,47.981747,-122.514627,5.0,,
Arbutus menziesii,48.443642,-123.388671,65.0,,
Arbutus menziesii,48.422214,-123.419435,15.0,,
Arbutus menziesii,44.436059,-123.331858,153.0,,
Arbutus menziesii,48.591372,-122.92903,25.0,,
Arbutus menziesii,49.082144,-123.714456,353.0,,
Arbutus menziesii,48.491905,-123.342703,161.0,,
Arbutus menziesii,47.602762,-122.306388,17.0,,
Arbutus menziesii,45.301122,-122.760517,192.0,,
Arbutus menziesii,48.462409,-123.311484,4.0,,
Arbutus menziesii,37.168388,-122.024383,32.0,,
Arbutus menziesii,47.578259,-122.548426,5.0,,
Arbutus menziesii,42.996206,-124.450697,25.0,,
Arbutus menziesii,47.782211,-122.542387,16.0,,
Arbutus menziesii,37.398553,-122.280611,16.0,,
Arbutus menziesii,48.45343,-123.480438,32.0,,
Arbutus menziesii,47.670923,-122.306054,26.0,,
Arbutus menziesii,45.490058,-122.655358,4.0,,
Arbutus menziesii,47.217893,-122.395972,10.0,,
Arbutus menziesii,48.465536,-123.308465,65.0,,
Arbutus menziesii,37.18372,-122.012762,10.0,,
Arbutus menziesii,48.542113,-123.136392,6.0,,
Arbutus menziesii,42.337384,-123.325794,12.0,,
Arbutus menziesii,47.697118,-122.275887,49.0,,
Arbutus menziesii,37.802356,-122.138108,3.0,,
Arbutus menziesii,49.157022,-123.969082,65.0,,
Arbutus menziesii,49.341888,-123.431053,4.0,,
Arbutus menziesii,48.872111,-123.311042,5.0,,
Arbutus menziesii,48.455587,-123.479758,5.0,,
Arbutus menziesii,49.270595,-124.965513,4.0,,
Arbutus menziesii,39.174398,-123.013236,4.0,,
Arbutus menziesii,48.761612,-123.265856,7.0,,
Arbutus menziesii,37.924033,-122.5446,121.0,,
Arbutus menziesii,40.275955,-123.863953,14.0,,
Arbutus menziesii,37.890316,-122.326139,42.0,,
Arbutus menziesii,42.659986,-123.641953,4.0,,
Arbutus menziesii,37.678271,-122.405972,32.0,,
Arbutus menziesii,47.8063,-122.787322,5.0,,
Arbutus menziesii,47.075699,-122.904269,14.0,,
Arbutus menziesii,37.995284,-122.590588,5.0,,
Arbutus menziesii,35.346863,-120.63212,11.0,,
Arbutus menziesii,37.324772,-122.181663,4.0,,
Arbutus menziesii,47.666489,-122.732567,64.0,,
Arbutus menziesii,48.121581,-122.488849,11.0,,
Arbutus menziesii,48.466575,-123.473707,5.0,,
Arbutus menziesii,48.654881,-123.733758,12.0,,
Arbutus menziesii,43.318931,-123.201194,4.0,,
Arbutus menziesii,39.212435,-121.040964,5.0,,
Arbutus menziesii,45.415441,-122.708423,65.0,,
Arbutus menziesii,43.995476,-123.063094,5.0,,
Arbutus menziesii,45.360784,-122.605625,165.0,,
Arbutus menziesii,37.942028,-122.263047,4.0,,
Arbutus menziesii,48.931325,-123.481157,220.0,,
Arbutus menziesii,38.276761,-122.238846,31.0,,
Arbutus menziesii,38.868994,-123.655713,2.0,,
Arbutus menziesii,37.928173,-122.153981,10.0,,
Arbutus menziesii,48.394705,-122.662788,3.0,,
Arbutus menziesii,49.313838,-124.555539,23.0,,
Arbutus menziesii,37.17172,-121.876545,5.0,,
Arbutus menziesii,38.424453,-120.641641,3.0,,
Arbutus menziesii,48.46751,-123.544109,244.0,,
Arbutus menziesii,48.466033,-123.545028,9.0,,
Arbutus menziesii,38.430902,-122.865313,5.0,,
Arbutus menziesii,37.80957,-122.1613,5.0,,
Arbutus menziesii,49.3353,-123.407661,5.0,,
Arbutus menziesii,40.907712,-123.706558,30.0,,
Arbutus menziesii,48.461587,-123.301292,8.0,,
Arbutus menziesii,49.363801,-123.26194,231.0,,
Arbutus menziesii,48.318376,-123.639884,66.0,,
Arbutus menziesii,38.566332,-122.684169,4.0,,
Arbutus menziesii,38.753184,-120.736394,10.0,,
Arbutus menziesii,37.985158,-122.55352,218.0,,
Arbutus menziesii,48.797802,-123.527415,20.0,,
Arbutus menziesii,48.430749,-122.673016,434.0,,
Arbutus menziesii,38.010589,-122.490088,5.0,,
Arbutus menziesii,47.600567,-122.286348,10.0,,
Arbutus menziesii,49.37401,-123.272507,175.0,,
Arbutus menziesii,48.018734,-122.671369,2.0,,
Arbutus menziesii,48.400666,-122.637501,24.0,,
Arbutus menziesii,38.699313,-120.548784,10.0,,
Arbutus menziesii,48.479263,-123.303317,15.0,,
Arbutus menziesii,39.370495,-123.006858,4.0,,
Arbutus menziesii,48.546533,-123.00902,3.0,,
Arbutus menziesii,48.446505,-123.398322,12.0,,
Arbutus menziesii,37.403958,-122.233353,47.0,,
Arbutus menziesii,39.296198,-120.936094,229.0,,
Arbutus menziesii,48.558772,-122.943597,5.0,,
Arbutus menziesii,49.439598,-124.1745,2.0,,
Arbutus menziesii,48.46434,-123.314877,5.0,,
Arbutus menziesii,38.529766,-122.757552,5.0,,
Arbutus menziesii,48.656924,-122.488132,10.0,,
Arbutus menziesii,48.461822,-123.316995,45.0,,
Arbutus menziesii,47.731251,-122.187901,19.0,,
Arbutus menziesii,47.51602,-122.30664,11.0,,
Arbutus menziesii,38.628689,-122.590714,4.0,,
Arbutus menziesii,39.043159,-120.887368,5.0,,
Arbutus menziesii,48.895969,-123.405931,44.0,,
Arbutus menziesii,47.57781,-122.544979,273.0,,
Arbutus menziesii,45.611057,-122.712128,31.0,,
Arbutus menziesii,48.49238,-123.349466,12.0,,
Arbutus menziesii,38.353255,-122.2519,6.0,,
Arbutus menziesii,37.429054,-122.304699,6.0,,
Arbutus menziesii,38.539161,-122.683075,5.0,,
Arbutus menziesii,49.041664,-123.780753,64.0,,
Arbutus menziesii,38.361217,-122.603953,4.0,,
Arbutus menziesii,39.000649,-123.07886,4.0,,
Arbutus menziesii,37.183666,-121.981208,7.0,,
Arbutus menziesii,48.41832,-123.4085,6.0,,
Arbutus menziesii,48.55743,-123.5055,39.0,,
Arbutus menziesii,48.899529,-123.407364,40.0,,
Arbutus menziesii,36.75831,-121.50482,8.0,,
Arbutus menziesii,48.073739,-122.704886,5.0,,
Arbutus menziesii,49.104611,-123.915344,4.0,,
Arbutus menziesii,45.361329,-122.616305,4.0,,
Arbutus menziesii,48.797613,-123.085482,3.0,,
Arbutus menziesii,39.742528,-121.818138,14.0,,
Arbutus menziesii,42.984137,-123.348236,323.0,,
Arbutus menziesii,37.42918,-122.316008,4.0,,
Arbutus menziesii,48.497045,-123.340152,449.0,,
Arbutus menziesii,48.551632,-123.502782,15.0,,
Arbutus menziesii,37.283494,-122.257376,8.0,,
Arbutus menziesii,48.412658,-123.361855,13.0,,
Arbutus menziesii,44.91755,-123.07843,10.0,,
Arbutus menziesii,49.569099,-123.992689,6.0,,
Arbutus menziesii,37.924834,-122.607652,87.0,,
Arbutus menziesii,36.7584,-121.505928,16.0,,
Arbutus menziesii,47.212847,-122.404301,90.0,,
Arbutus menziesii,48.43757,-123.436975,314.0,,
Arbutus menziesii,37.330654,-122.144947,8.0,,
Arbutus menziesii,38.430767,-122.632889,5.0,,
Arbutus menziesii,38.458839,-122.551416,190.0,,
Arbutus menziesii,38.60047,-122.564244,5.0,,
Arbutus menziesii,49.615337,-124.842455,5.0,,
Arbutus menziesii,49.476281,-124.689828,48.0,,
Arbutus menziesii,49.17093,-123.971469,482.0,,
Arbutus menziesii,37.232148,-122.068633,437.0,,
Arbutus menziesii,38.437697,-122.62967,4.0,,
Arbutus menziesii,47.070834,-122.895003,365.0,,
Arbutus menziesii,48.321235,-123.545445,488.0,,
Arbutus menziesii,43.841795,-122.659028,14.0,,
Arbutus menziesii,38.57022,-122.68532,6.0,,
Arbutus menziesii,37.055155,-121.891181,146.0,,
Arbutus menziesii,37.471997,-122.279544,195.0,,
Arbutus menziesii,48.522087,-123.465783,68.0,,
Arbutus menziesii,48.46212,-123.315313,4.0,,
Arbutus menziesii,49.159799,-123.890643,67.0,,
Arbutus menziesii,47.540756,-122.481262,3.0,,
Arbutus menziesii,38.453697,-122.641381,5.0,,
Arbutus menziesii,38.45185,-122.574101,37.0,,
Arbutus menziesii,48.019692,-122.701461,5.0,,
Arbutus menziesii,42.876522,-123.040936,9.0,,
Arbutus menziesii,48.462165,-123.315228,3.0,,
Arbutus menziesii,37.826717,-122.183205,10.0,,
Arbutus menziesii,37.049972,-122.132867,4.0,,
Arbutus menziesii,47.335607,-122.50101,4.0,,
Arbutus menziesii,49.336872,-123.269158,17.0,,
Arbutus menziesii,47.214729,-122.398406,90.0,,
Arbutus menziesii,37.434488,-122.289361,31.0,,
Arbutus menziesii,47.796196,-122.495337,12.0,,
Arbutus menziesii,42.70801,-123.404439,7.0,,
Arbutus menziesii,47.796111,-122.49599,65.0,,
Arbutus menziesii,39.000652,-123.079776,65.0,,
Arbutus menziesii,37.459524,-122.285511,16.0,,
Arbutus menziesii,48.519188,-123.513808,16.0,,
Arbutus menziesii,48.488338,-123.340501,46.0,,
Arbutus menziesii,48.448112,-123.402512,5.0,,
Arbutus menziesii,48.405281,-122.644562,10.0,,
Arbutus menziesii,48.074511,-123.791512,6.0,,
Arbutus menziesii,48.190108,-122.686825,4.0,,
Arbutus menziesii,48.406989,-123.761244,65.0,,
Arbutus menziesii,38.502813,-122.39097,4.0,,
Arbutus menziesii,39.235996,-120.981777,16.0,,
Arbutus menziesii,35.347025,-120.63224,11.0,,
Arbutus menziesii,48.464838,-123.317353,9.0,,
Arbutus menziesii,48.442887,-123.301299,91.0,,
Arbutus menziesii,47.379518,-122.406171,30.0,,
Arbutus menziesii,37.075445,-122.23063,4.0,,
Arbutus menziesii,38.421746,-120.644542,19.0,,
Arbutus menziesii,37.071258,-121.964462,5.0,,
Arbutus menziesii,48.693617,-122.906043,82.0,,5.36
Arbutus menziesii,48.209744,-122.497223,4.0,,123.19
Arbutus menziesii,49.310493,-124.26037,6.0,,-27.26
Arbutus menziesii,45.44931,-122.868744,10.0,,206.14
Arbutus menziesii,49.294444,-124.324444,17.0,,236.0
Arbutus menziesii,44.942621,-123.083145,12.0,,88.0
Arbutus menziesii,49.247469,-124.05139,49.0,,
Arbutus menziesii,38.367424,-122.509201,165.0,,
Arbutus menziesii,48.479058,-123.304302,5.0,,
Arbutus menziesii,43.082516,-123.367781,427.0,,
Arbutus menziesii,47.820588,-122.309305,5.0,,
Arbutus menziesii,48.465306,-123.467774,8.0,,
Arbutus menziesii,47.677614,-122.252214,5.0,,
Arbutus menziesii,48.40777,-123.31958,4.0,,
Arbutus menziesii,48.536311,-123.423961,65.0,,
Arbutus menziesii,37.285725,-122.270455,5.0,,
Arbutus menziesii,37.818463,-122.176108,5.0,,
Arbutus menziesii,48.468037,-123.33577,24.0,,
Arbutus menziesii,43.596997,-124.218723,30.0,,
Arbutus menziesii,49.363519,-123.237327,91.0,,
Arbutus menziesii,38.46602,-120.547112,5.0,,
Arbutus menziesii,38.814776,-120.925317,5.0,,
Arbutus menziesii,47.655597,-122.410345,110.0,,
Arbutus menziesii,38.023233,-122.654241,12.0,,
Arbutus menziesii,49.392548,-123.459319,4.0,,
Arbutus menziesii,48.324649,-123.636307,181.0,,
Arbutus menziesii,49.331105,-123.262642,10.0,,
Arbutus menziesii,48.51295,-123.530206,4.0,,
Arbutus menziesii,47.212577,-122.404126,90.0,,
Arbutus menziesii,47.655963,-122.413262,4.0,,
Arbutus menziesii,48.8518,-123.498369,6.0,,
Arbutus menziesii,48.749394,-123.265869,5.0,,
Arbutus menziesii,37.993958,-122.52738,5.0,,
Arbutus menziesii,48.613449,-123.445091,25.0,,
Arbutus menziesii,49.071114,-123.696312,5.0,,
Arbutus menziesii,36.967925,-121.994606,5.0,,
Arbutus menziesii,37.46735,-122.282258,5.0,,
Arbutus menziesii,37.049981,-122.132828,40.0,,
Arbutus menziesii,48.410153,-123.364692,16.0,,
Arbutus menziesii,38.352843,-122.51388,75.0,,
Arbutus menziesii,38.443108,-122.63157,10.0,,
Arbutus menziesii,48.650089,-123.628258,64.0,,
Arbutus menziesii,44.006331,-123.035198,66.0,,
Arbutus menziesii,47.356533,-122.737328,31.0,,
Arbutus menziesii,49.641961,-125.113441,12.0,,
Arbutus menziesii,49.222475,-124.005081,7.0,,
Arbutus menziesii,38.122132,-122.891571,20.0,,
Arbutus menziesii,49.377838,-123.32573,3.0,,
Arbutus menziesii,42.610263,-123.080536,10.0,,
Arbutus menziesii,48.824748,-123.53259,8.0,,
Arbutus menziesii,48.073425,-123.773293,4.0,,
Arbutus menziesii,38.916107,-121.025469,80.0,,
Arbutus menziesii,37.580757,-122.472466,78.0,,
Arbutus menziesii,48.491181,-123.344375,6.0,,
Arbutus menziesii,44.072081,-123.112524,4.0,,
Arbutus menziesii,38.027845,-122.596787,241.0,,
Arbutus menziesii,49.50307,-123.252022,4.0,,
Arbutus menziesii,48.516875,-123.53,48.0,,
Arbutus menziesii,48.14106,-123.193105,22.0,,
Arbutus menziesii,48.797709,-123.397429,131.0,,
Arbutus menziesii,42.166914,-122.678888,5.0,,
Arbutus menziesii,48.51676,-123.5321,31.0,,
Arbutus menziesii,38.353605,-122.522408,10.0,,
Arbutus menziesii,37.360462,-122.190567,5.0,,
Arbutus menziesii,47.068642,-122.898347,23.0,,
Arbutus menziesii,45.018897,-123.153694,5.0,,
Arbutus menziesii,48.435253,-123.450562,30.0,,
Arbutus menziesii,35.345497,-120.625162,4.0,,
Arbutus menziesii,37.827881,-122.174849,104.0,,
Arbutus menziesii,38.569759,-122.689553,161.0,,
Arbutus menziesii,37.945755,-122.585787,5.0,,
Arbutus menziesii,48.313987,-123.54959,61.0,,
Arbutus menziesii,37.243819,-122.054042,5.0,,
Arbutus menziesii,49.053345,-123.65464,6.0,,
Arbutus menziesii,48.397686,-123.306519,9.0,,
Arbutus menziesii,48.649808,-123.738967,19.0,,
Arbutus menziesii,38.742295,-123.491858,3.0,,
Arbutus menziesii,37.956345,-122.579574,122.0,,
Arbutus menziesii,48.489772,-123.30218,4.0,,
Arbutus menziesii,48.462625,-123.311986,9.0,,
Arbutus menziesii,36.447475,-121.739137,4.0,,
Arbutus menziesii,48.436569,-123.603142,4.0,,
Arbutus menziesii,48.441669,-123.299554,180.0,,
Arbutus menziesii,48.981707,-123.80313,156.0,,
Arbutus menziesii,36.979494,-121.92528,263.0,,
Arbutus menziesii,47.301207,-122.337408,10.0,,
Arbutus menziesii,39.4229,-121.113256,4.0,,
Arbutus menziesii,45.565255,-122.698883,55.0,,
Arbutus menziesii,48.606643,-123.153952,8.0,,
Arbutus menziesii,47.651455,-122.308871,6.0,,
Arbutus menziesii,38.453417,-122.574095,9.0,,
Arbutus menziesii,38.343857,-122.594132,344.0,,
Arbutus menziesii,48.413447,-123.347655,4.0,,
Arbutus menziesii,38.546256,-122.694316,5.0,,
Arbutus menziesii,48.433917,-123.45275,10.0,,
Arbutus menziesii,50.048874,-125.256189,27.0,,
Arbutus menziesii,48.439451,-123.297339,8.0,,
Arbutus menziesii,48.083153,-123.787645,4.0,,
Arbutus menziesii,38.094315,-122.871979,5.0,,
Arbutus menziesii,47.651352,-122.308953,5.0,,
Arbutus menziesii,38.445899,-122.497849,22.0,,
Arbutus menziesii,38.107211,-122.648462,12.0,,
Arbutus menziesii,41.258055,-123.989503,5.0,,
Arbutus menziesii,48.492978,-123.345078,5.0,,
Arbutus menziesii,48.855824,-123.330838,87.0,,
Arbutus menziesii,37.170053,-122.169064,5.0,,
